City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,la romana,38.3678,-0.8961,300.81,57,71,5.36,ES,1724217828
363,sao paulo de olivenca,-3.4651,-68.9468,300.76,75,3,0.22,BR,1724236711
364,san andres,12.5203,122.0117,302.52,76,100,2.35,PH,1724190054
365,sanger,33.3632,-97.1739,299.71,67,0,4.63,US,1724241356
366,aral,40.5422,81.2771,304.98,21,0,2.95,CN,1724197895
367,necochea,-38.5545,-58.7393,280.66,93,100,6.96,AR,1724236350
368,lorengau,-2.033,147.2789,300.88,83,25,6.07,PG,1724184755
369,freetown,8.479,-13.268,295.71,100,100,5.66,SL,1724222739
370,sanya,18.2535,109.5034,303.27,89,20,1.0,CN,1724192733
371,malango,-2.9627,119.9001,292.59,100,98,0.87,ID,1724191372
372,marshfield,44.6689,-90.1718,287.28,94,0,1.54,US,1724238657
373,punakha,27.5843,89.8593,294.27,95,21,0.71,BT,1724196864
374,pimentel,39.4855,9.0655,306.13,31,2,7.91,IT,1724215335
375,bethanie,-26.5014,17.1581,301.19,8,0,2.93,NA,1724217308
376,bandrele,-12.9123,45.1939,301.14,61,20,5.66,YT,1724209813
377,alexandria,31.199,29.8944,304.59,53,0,5.15,EG,1724211007
378,saint-georges,50.3584,2.0874,294.18,55,100,2.68,FR,1724215804
379,keren,15.7805,38.4536,299.59,52,100,1.43,ER,1724209929
380,menongue,-14.6611,17.682,305.15,5,6,4.2,AO,1724216506
381,kulhudhuffushi,6.6233,73.0695,300.77,79,99,10.46,MV,1724202116
382,sirur,17.8844,77.7726,300.11,81,100,3.07,IN,1724200371
383,chernyshevskiy,63.0156,112.4642,288.42,72,100,1.58,RU,1724186747
384,kota belud,6.3498,116.4293,298.45,90,75,1.32,MY,1724191724
385,noumea,-22.2745,166.4424,291.2,70,0,4.45,NC,1724267598
386,vilyuysk,63.7541,121.6265,287.99,93,100,1.6,RU,1724184318
387,melo,-32.3681,-54.1697,288.85,97,100,5.18,UY,1724234796
388,kotma,23.2042,81.979,298.39,92,100,0.8,IN,1724199041
389,bonnyville,54.2748,-110.7397,285.56,75,5,2.09,CA,1724242325
390,port pirie,-33.1791,138.0059,285.75,94,100,1.55,AU,1724188767
391,big bend,39.6982,-121.4608,288.84,50,0,2.7,US,1724246663
392,barkot,20.5421,82.5545,299.75,81,100,1.05,IN,1724199066
393,shizuishan,38.9869,106.3772,300.45,34,8,0.79,CN,1724192011
394,gao,16.2788,-0.0412,308.05,39,100,4.57,ML,1724219141
395,moura,38.1459,-7.3668,310.43,19,0,3.84,PT,1724219401
396,badger,42.6144,-94.1462,289.2,97,1,3.16,US,1724239825
397,gewane,10.1592,40.6616,301.95,52,100,0.64,ET,1724209707
398,luganville,-15.5121,167.1784,298.06,80,85,6.48,VU,1724267050
399,de haan,51.2671,3.0408,294.29,49,20,8.23,BE,1724215448
400,maceio,-9.6477,-35.7339,300.6,69,75,5.66,BR,1724229058
401,benguela,-12.579,13.4037,297.31,68,29,4.88,AO,1724217422
402,aljezur,37.3152,-8.8041,296.11,64,8,5.67,PT,1724219818
403,carangola,-20.7331,-42.0294,299.12,37,0,2.53,BR,1724231163
404,wotho,10.1673,166.0078,301.88,77,100,6.92,MH,1724266024
405,queenstown,-45.0322,168.661,271.4,95,12,0.84,NZ,1724268710
406,ghadamis,30.1258,9.4901,313.41,17,8,7.79,LY,1724215983
407,keflavik,63.9998,-22.5565,281.39,87,100,11.32,IS,1724218916
408,daru,-9.0699,143.21,297.79,85,100,8.41,PG,1724186095
409,orchard homes,46.8633,-114.0484,287.77,67,40,0.45,US,1724244147
410,cidreira,-30.1657,-50.2183,290.79,90,92,10.92,BR,1724233701
411,san jose,37.3362,-121.8906,289.01,74,0,1.54,US,1724246973
412,anton,33.8109,-102.1633,296.65,44,0,3.34,US,1724242520
413,antalaha,-14.9012,50.281,296.13,74,25,7.16,MG,1724208698
414,lamu,-2.2675,40.9011,299.12,72,6,8.53,KE,1724210293
415,paciran,-6.8766,112.3924,299.91,71,31,4.59,ID,1724193375
416,alvaraes,-3.2156,-64.8148,302.18,41,16,1.03,BR,1724235707
417,vernon,49.0918,1.4887,294.41,54,99,3.2,FR,1724216117
418,fonadhoo,1.8358,73.5038,301.28,76,100,3.5,MV,1724202260
419,ust'-barguzin,53.4147,109.029,285.44,94,28,0.9,RU,1724189656
420,hilo,19.7074,-155.0816,295.39,97,75,2.57,US,1724256159
421,korla,41.7239,86.1735,304.86,22,0,3.64,CN,1724196605
422,lospalos,-8.522,126.9987,293.96,97,42,2.39,TL,1724189956
423,houghton,47.1219,-88.569,288.16,89,0,0.76,US,1724237995
424,babolsar,36.7009,52.6481,301.87,52,0,3.56,IR,1724205113
425,new norfolk,-42.7802,147.0615,282.56,84,100,2.6,AU,1724187371
426,dodge city,37.7528,-100.0171,293.85,88,17,3.58,US,1724241684
427,touros,-5.1999,-35.4595,301.89,63,15,7.84,BR,1724228764
428,london,51.5073,-0.1276,294.31,53,40,6.17,GB,1724216174
429,mahanoro,-19.9002,48.8095,296.4,56,3,3.98,MG,1724209326
430,brookings,44.3115,-96.7984,290.47,90,75,6.69,US,1724240287
431,akrehamn,59.2608,5.186,290.25,63,40,3.6,NO,1724213507
432,forster,-32.1821,152.5131,291.16,63,100,3.4,AU,1724185218
433,midvagur,62.0491,-7.1892,282.66,93,100,11.32,FO,1724215794
434,masterton,-40.9496,175.6594,277.29,95,11,1.5,NZ,1724266662
435,novodvinsk,64.4192,40.7938,293.01,39,0,2.16,RU,1724203543
436,vavozh,56.7676,51.9314,290.32,63,13,6.75,RU,1724202788
437,lagoa santa,-19.1832,-51.3998,304.6,17,0,4.96,BR,1724233324
438,massakory,12.9965,15.7349,303.6,57,84,5.96,TD,1724215536
439,ierapetra,35.0081,25.7391,302.66,69,77,2.68,GR,1724211713
440,king city,36.2135,-121.1286,290.29,59,0,3.16,US,1724246883
441,mohr,27.5515,52.8821,308.3,57,43,3.03,IR,1724205744
442,kristiansund,63.2168,7.5453,289.51,72,40,2.06,NO,1724211918
443,carnarvon,-24.8826,113.6576,292.28,72,0,5.3,AU,1724194063
444,forte dei marmi,43.9596,10.1699,303.52,74,0,2.45,IT,1724214632
445,cill airne,52.0598,-9.5081,291.14,72,75,10.8,IE,1724218347
446,sungai penuh,-2.0707,101.3961,292.55,92,50,2.68,ID,1724195767
447,mili,37.5536,22.7169,302.78,48,29,4.31,GR,1724212228
448,timbuktu,16.7719,-3.0087,308.45,39,98,3.07,ML,1724219825
449,kone,-21.0608,164.8619,289.93,82,0,2.43,NC,1724267908
450,kerikeri,-35.2273,173.9491,279.64,90,3,1.66,NZ,1724266624
451,mariental,52.2777,10.9865,295.55,32,33,9.71,DE,1724213390
452,katsuura,35.1522,140.3207,299.04,88,100,2.75,JP,1724184188
453,talavera de la reina,39.9604,-4.8312,310.81,18,0,0.2,ES,1724218629
454,arteche,11.6821,124.8624,300.61,83,100,2.92,PH,1724189416
455,bamboo flat,11.7126,92.7164,301.96,84,75,1.03,IN,1724197130
456,mossel bay,-34.1832,22.1536,285.21,68,97,12.71,ZA,1724216621
457,chabahar,25.2935,60.6469,301.5,74,3,4.77,IR,1724204029
458,le port,42.8663,1.374,291.97,69,20,3.47,FR,1724216858
459,cole harbour,45.2594,-61.27,295.53,87,100,3.37,CA,1724231651
460,nuku'alofa,-21.1343,-175.2018,295.34,94,40,3.6,TO,1724349483
461,okhotsk,59.3644,143.2411,287.25,82,100,1.21,RU,1724180297
462,ras gharib,28.3594,33.0778,310.17,23,0,12.72,EG,1724210443
463,howard springs,-12.497,131.047,299.1,88,0,0.52,AU,1724189194
464,jam sahib,26.2962,68.631,310.24,47,100,2.95,PK,1724202047
465,port hedland,-20.3112,118.5801,293.17,83,3,2.57,AU,1724192613
466,bako,40.3756,49.8328,307.16,36,0,5.48,AZ,1724205462
467,ramos arizpe,25.5408,-100.9467,292.72,66,0,1.79,MX,1724242807
468,gaiman,-43.2915,-65.4983,276.25,75,100,6.0,AR,1724238378
469,pocoes,-14.5275,-40.3665,297.01,44,4,4.06,BR,1724230424
470,baruun-urt,46.6809,113.2835,290.57,87,90,2.23,MN,1724189559
471,garoowe,8.4061,48.4832,303.19,40,99,12.87,SO,1724207923
472,taoudenni,22.6762,-3.9805,317.52,14,9,0.04,ML,1724219709
473,am djarass,16.0663,22.835,303.99,46,99,6.8,TD,1724213662
474,posse,-14.0836,-46.3563,301.63,28,0,4.75,BR,1724231838
475,okakarara,-20.5864,17.4525,302.31,7,0,4.2,NA,1724216887
476,isiolo,0.35,37.5833,297.84,45,100,10.38,KE,1724210955
477,hovd,48.0006,91.6452,295.62,26,0,1.25,MN,1724194597
478,valdivia,-39.8141,-73.246,276.2,98,100,1.62,CL,1724239931
479,kas,12.5058,24.2859,304.31,46,100,1.24,SD,1724213511
480,onguday,50.7496,86.1335,287.6,84,100,0.76,RU,1724195557
481,namibe,-15.1951,12.1458,291.07,87,8,5.37,AO,1724217863
482,vuktyl,63.8443,57.3002,293.24,43,67,5.04,RU,1724199760
483,susuman,62.7797,148.1536,279.26,86,28,1.55,RU,1724264803
484,texarkana,33.4467,-94.0771,295.26,74,0,3.13,US,1724240606
485,portland,45.5202,-122.6742,290.16,85,100,0.0,US,1724246371
486,port macquarie,-31.4299,152.9104,289.27,97,100,0.89,AU,1724185071
487,phan thiet,10.931,108.1015,300.29,85,17,0.55,VN,1724193480
488,frontera,27.7535,-18.0107,297.66,69,40,9.77,ES,1724222750
489,bestobe,43.4439,83.2595,296.98,44,0,2.47,CN,1724197130
490,fallon,47.5076,6.4808,294.21,49,16,3.06,FR,1724215116
491,baringo,-0.2916,35.6497,287.73,65,100,2.72,KE,1724211452
492,ust-tsilma,65.4387,52.1562,290.81,44,7,3.56,RU,1724200457
493,cascavel,-24.9555,-53.4561,294.93,49,0,8.23,BR,1724234150
494,kruisfontein,-34.012,24.7433,284.87,77,100,15.69,ZA,1724215988
495,krasnyy yar,50.6997,44.7256,304.17,36,83,5.31,RU,1724205513
496,sungailiat,-1.8477,106.1192,298.94,84,100,3.0,ID,1724194622
497,castillos,-34.2003,-53.8608,286.2,97,100,5.41,UY,1724234851
498,ashtarak,40.2887,44.3613,307.2,13,20,1.54,AM,1724206785
499,choibalsan,48.0688,114.5241,291.76,83,46,3.48,MN,1724189092
500,pali,48.8589,2.32,296.03,45,20,3.09,FR,1724215947
501,gizo,29.9871,31.2118,309.57,17,0,7.22,EG,1724210778
502,flin flon,54.7698,-101.879,291.88,94,75,1.03,CA,1724240113
503,oeiras do para,-2.0041,-49.8596,304.62,53,3,2.39,BR,1724232057
504,pacasmayo,-7.4029,-79.5685,289.4,90,100,6.5,PE,1724239460
505,naze,5.452,7.0567,302.11,70,79,3.24,NG,1724218019
506,villa gesell,-37.2556,-56.9681,282.39,96,100,10.05,AR,1724235823
507,bardai,21.355,17.0005,310.27,10,0,7.45,TD,1724214754
508,bengkulu,-3.7923,102.2624,298.71,88,70,3.38,ID,1724195647
509,kasulu,-6.8305,39.2605,303.33,51,40,6.69,TZ,1724210920
510,sabang,5.8927,95.3226,302.48,71,100,6.26,ID,1724196814
511,paita,-5.0852,-81.1137,290.93,85,34,6.64,PE,1724239713
512,ingeniero luis a. huergo,-39.0708,-67.2368,275.29,70,100,1.77,AR,1724238429
513,shubarshi,48.5833,57.1839,302.35,27,75,8.77,KZ,1724202802
514,san patricio,27.9695,-97.7732,299.57,69,26,2.33,US,1724241886
515,rioverde,1.0248,-79.4326,297.22,82,6,2.29,EC,1724239000
516,krasnogorskoye,54.6633,22.2534,299.59,59,100,4.46,RU,1724210301
517,shenjiamen,29.9479,122.2798,300.64,91,100,10.71,CN,1724188916
518,revda,56.8001,59.9087,288.2,81,50,3.5,RU,1724200865
519,el fasher,13.6238,25.3556,308.88,29,67,6.87,SD,1724213193
520,floro,61.6003,5.035,288.13,77,75,5.66,NO,1724212975
521,lodja,-3.5242,23.5995,309.02,23,100,1.55,CD,1724214508
522,eagle mountain,40.3093,-112.012,295.73,56,4,2.31,US,1724244338
523,the pas,53.8224,-101.2405,293.18,94,75,5.66,CA,1724240116
524,ouadda,8.0716,22.3962,294.17,97,100,2.05,CF,1724214201
525,cidade velha,-1.4619,-48.5028,305.93,58,0,4.12,BR,1724231704
526,moree,47.9016,1.2378,292.97,43,7,2.7,FR,1724216328
527,karratha,-20.737,116.8479,294.82,71,0,3.2,AU,1724193053
528,hamirpur,25.9345,80.0314,302.59,79,100,3.31,IN,1724199334
529,fort-shevchenko,44.5086,50.2619,302.66,38,0,1.69,KZ,1724204943
530,falam,22.9139,93.679,294.42,98,100,1.43,MM,1724196251
531,bijawar,24.6227,79.4893,300.44,86,100,1.69,IN,1724199549
532,an nuhud,12.6922,28.4221,305.85,43,100,2.62,SD,1724212508
533,tondano,1.3012,124.9109,295.22,97,95,0.85,ID,1724189951
534,la foa,-21.7097,165.8259,290.82,70,0,2.21,NC,1724267714
535,flying fish cove,-10.4213,105.6744,298.39,88,75,5.66,CX,1724195171
536,mary,46.6179,4.5007,295.31,30,4,1.39,FR,1724215698
537,council bluffs,41.2588,-95.8519,293.09,88,100,5.14,US,1724240367
538,majuro,7.091,171.3816,301.01,75,94,3.06,MH,1724264894
539,wewak,-3.5542,143.6271,300.73,85,88,5.71,PG,1724185710
540,el hadjira,32.613,5.5152,312.1,20,0,4.93,DZ,1724216756
541,mocimboa,-11.3439,40.3577,300.49,54,37,6.29,MZ,1724210890
542,bodo,67.2844,14.3817,287.21,93,100,7.2,NO,1724208812
543,south elmsall,53.5975,-1.281,292.59,56,100,6.37,GB,1724216133
544,khandyga,62.6478,135.5751,286.65,80,96,1.64,RU,1724181298
545,vallenar,-28.575,-70.7616,283.82,70,0,0.73,CL,1724238524
546,holualoa,19.6238,-155.9536,294.99,92,34,1.55,US,1724256374
